classe,cobertura,seletividade,lift
Benign,0.9987900786448881,0.8802585874179853,1.134655308021004
Benign,0.8771929824561403,0.6733886530297183,1.3026548316629083
Benign,0.11857229280096794,0.7925511385565419,0.14960838112846744
Benign,0.9951603145795523,0.989096873793902,1.006130280002193
Benign,0.48880822746521474,0.24450019297568507,1.9992140763415491
Benign,0.09709618874773139,0.43747587803936705,0.22194638292489813
Benign,0.44918330308529947,0.7540524893863373,0.5956923548529807
Benign,0.5517241379310345,0.24083365495947512,2.290893015030946
Benign,0.16515426497277677,0.7486491702045542,0.22060301613324634
Benign,0.0677555958862674,0.5495947510613662,0.1232828293127239
Benign,0.2676950998185118,0.03618294094944037,7.39837870538415
Benign,0.9987900786448881,0.8802585874179853,1.134655308021004
Benign,0.8451300665456746,0.8556541875723659,0.9877004972574843
Benign,0.11857229280096794,0.7925511385565419,0.14960838112846744
Benign,0.9963702359346642,0.9068892319567734,1.0986680631159549
Benign,0.9370840895341803,0.969027402547279,0.9670356968965692
Benign,0.4882032667876588,0.740930142802007,0.6589059326718708
Benign,0.7196007259528131,0.9613083751447318,0.748563878728792
Benign,0.26799758015728975,0.710536472404477,0.3771763879345669
Benign,0.6460980036297641,0.8649170204554226,0.7470057685875586
Benign,0.9370840895341803,0.3952142030104207,2.371078980452208
Benign,0.9506957047791893,0.28049015824006174,3.389408422542662
Benign,0.7196007259528131,0.9613083751447318,0.748563878728792
Benign,0.5139140955837871,0.3794866846777306,1.3542348554869996
Benign,0.0,0.6554419143187958,0.0
Benign,0.3191167574107683,0.32883056734851407,0.9704595286987097
Benign,0.9963702359346642,0.6011192589733694,1.6575250602290303
Benign,0.5420447670901392,0.24285989965264376,2.2319237052531595
Benign,0.2676950998185118,0.03618294094944037,7.39837870538415
Benign,0.5671506352087115,0.8444615978386724,0.6716121096095847
Benign,0.7952208106473079,0.3011385565418757,2.6407140280514896
Benign,0.7773744706594071,0.23784253184098803,3.2684417906345216
Benign,0.543859649122807,0.1381705905055963,3.936146231500539
Benign,0.0,0.11790814357390969,0.0
Benign,0.6460980036297641,0.8649170204554226,0.7470057685875586
Benign,1.0,0.9563874951756078,1.0456012913640034
Benign,0.9134906231094979,0.8577769201080664,1.064951273105381
Benign,0.0,0.14531069085295253,0.0
Benign,0.017241379310344827,0.38807410266306447,0.044428059466040226
Benign,0.5704779189352692,0.29978772674642995,1.9029395403428162
Benign,0.0012099213551119178,0.11974141258201466,0.010104451993859724
Benign,0.9134906231094979,0.8577769201080664,1.064951273105381
Benign,0.37326073805202664,0.1285218062524122,2.9042599768552586
Benign,0.720810647307925,0.9543612504824392,0.7552807146597245
Benign,0.8917120387174834,0.725781551524508,1.2286231812374364
Benign,0.0765275257108288,0.762736395214203,0.10033286229816947
Benign,0.00030248033877797946,0.32805866460825933,0.0009220312444396998
Benign,0.09376890502117362,0.1428984947896565,0.656192391383824
Benign,0.47580157289776165,0.6156889231956774,0.7727954084802384
Benign,0.9866908650937689,0.6192589733693554,1.5933412474029014
Benign,0.530550514216576,0.6395214203010421,0.8296055415420327
Benign,0.1485178463399879,0.7303164801235045,0.20336094060875076
Benign,0.46975196612220205,0.22935160169818603,2.048173906979597
Benign,0.9506957047791893,0.28049015824006174,3.389408422542662
Benign,0.7698124621899577,0.2504824392126592,3.0733190901913408
Benign,1.0,0.9862987263604786,1.0138916063392682
Benign,0.0,0.6554419143187958,0.0
Benign,1.0,0.34455808568120416,2.9022682721926634
Benign,0.18874773139745918,0.08645310690852953,2.1832382680840032
Benign,0.38263762855414396,0.20233500578927055,1.8911093859490453
Benign,0.9234724742891712,0.2361057506754149,3.9112663357306787
Benign,1.0,0.9563874951756078,1.0456012913640034
